name_type,non_sci_name
LP,Clematis chinensis Retz.
LP,Corypha elata Roxburgh
LP,Lavandula stoechas L.
LP,Potentilla curviseta Hook.f.
LP,Chaenomeles speciosa (Sweet) Nakai
LP,Balanites aegyptiaca
LP,Martinezia caryotaefolia
LP,Embelia tsjeriam-cottam (Roemer & Schultes) A.DC.
LP,Eriodictyon trichocalyx A.Heller
LP,Calamus triqueter
LP,Carpolobia alba G.Don
LP,Commiphora woodii Engl.
LP,Arpophyllum spicatum La Llave et Lex.
LP,Fraxinus rhynchophylla Hance var. huashanensis. L.Wu & Z.W.Xie
LP,Juncus effusus Linné
LP,Elsholtzia cristata Willd.
LP,Barlia robertiana
LP,Microcos paniculata L.
LP,Gustavia longifolia Poepp. ex O. Berg
LP,Solanum crinitum Lam.
LP,Ribes indecorum Eastw.
LP,Elytropappus glandulosus Less.
LP,Dioscorea lamprocaula
LP,Sceletium namaquense L.Bolus
LP,Polycarpion indicum Merrill
LP,Solenostemon scutellarioides (L.) Codd
LP,Palaquium sumatranum
LP,Cocos nucifera Linn.
LP,Agrimonia pilosa Ledab. var nepalensis (D. Don) Nakai
LP,Grias neuberthii J.F.Macbr.
LP,Evolvulus gypsophiloides Moric.
LP,Grewia asiatica L.
LP,Napoleona imperialis Benn.
LP,Hechtia ghiesbreghii
LP,Mappa stricta Rerehb & Zoll.
LP,Jambosa densiflora Dc.
LP,Ipomoea pescaprae (L.) R. Br.
LP,Croton poilanei Gagnepain
LP,Wrightia hainanensis Merr.
LP,Margaritaria discoidea
LP,Parmentiera aculeata (Kunth) Seem.
LP,Elettaria cardamomum Maton var. minuscula Burkill
LP,Pothos chinensis (Raf.) Merr.
LP,Arum esculentum L.
LP,Arisaema alba N. E. Br.
LP,Caladenia dilatata R.Br.
LP,Elephantopus scaber L.
LP,Strophanthus divergens Graham
LP,Papaver argemone L.
LP,Hoslundia opposita Vahl var. verticillata Baker
LP,Platycodon grandiflorus
LP,Canavalia galeata (Gaud.) Vogel
LP,Aristida pallens Cav.
LP,Commelina congesta C.B.Cl.
LP,Elaeodendron matabelicum Loes.
LP,Alysicarpus glumaceus (Vahl) DC.
LP,Plesmonium margaretiferum (Roxb.) Schott
LP,Cyathula lanceolata Schinz
LP,Centaurea carthamoides Bentham et Hooker
LP,Melaleuca dissitiflora F. Muell.
LP,Clerodendron volubile Beauvois
LP,Hermannia geniculata Eckl. & Zeyh.
LP,Fagus orientalis
LP,Holarrhena pubescens Wall. ex G.Don
LP,Hilleria latifolia (Lam.) H.Walter
LP,Smilax febrifuga Kunth.
LP,Miscanthus fuscus (Roxb.) Benth
LP,Vitex littoralis
LP,Merremia tridentata (L.) Hallier f.
LP,Monadenium lugardae N.E. Br.
LP,Tradescantia erecta Cavara
LP,Antidesma velutinosum Blume
LP,Dombeya quinqueseta var. senegalensis Keay
LP,Terminalia laurinoides T. & B.
LP,Clematis erecta L.
LP,Costus sericeous
LP,Ruscus hypoglossum L.
LP,Coleus aromaticus Benth.
LP,Xyris caroliniana Walt.
LP,Eucalyptus smithii Baker
LP,Volkmannia japonica auct. non Thunb.
LP,Fraxinus nigra Marsh.
LP,Euphorbia candelabrum Trémaux ex Kotschy
LP,Yucca schottii Engelmann
LP,Euterpe catinga Wallace
LP,Schefflera leucantha R.Vig.
LP,Syzygium aromaticum (L.) Merr. & Perry
LP,Clematis mauritiana Lam.
LP,Ixora undulata Roxb.
LP,Exostemma floribundum Roemer et Schultes
LP,Reynoutria multiflora (Thunb.) Moldenke
LP,Imperata arundinacea Cirillo
LP,Damnacanthus indicus C. F. Gaertn.
LP,Fatsia japonica (Thunb.) Dcne. et Pl.
LP,Plectocomia elongata Mart.ex Bl.
LP,Aerva sanguinolenta (L.) Blume
LP,Brookea tomentosa Benth.
LP,Annona montana Macfad.
LP,Adenophora tetraphylla (Thunb.) Fisch.
LP,Oenothera flava (A. Nels.) Garrett
LP,Paspalum conjugatum Berg.
LP,Vangueria pubescens Kurz
LP,Mytragyna ciliata Aubreville et Pellet
LP,Eleutherine palmifolia Merrill
LP,Goodyera velutina Maxim.
LP,Aloe purpurascens Haworth
LP,Abildgaardia ovata (Burm. f.) Kral
LP,Elettaria cardamomum (L.) Maton var. major Thw.
LP,Madhuca sericea
LP,Chorizanthe staticoides Benth.
LP,Smilax blumei A.DC.
LP,Origanum majorana L.
LP,Polygonatum multiflorum L. var. longifolium Merr.
LP,Ampelopteris prolifera (Retz.) Copel.
LP,Moraea iridioides L.
LP,Stachys linearis Burch. ex Benth.
LP,Hedychium longi coruntum
LP,Eleusine verticillata
LP,Bersama transvaalensis Turrill
LP,Guarea bangii Rusby
LP,Ephedra compacta
LP,Rhus punjabensis Stew. var. sinica (Diels) Rehd. et Wils.
LP,Ananosma dichotoma
LP,Ptychosperma rumphii
LP,Macaranga triloba (Thunb.) Müll.Arg.
LP,Ionoxalis martiana Small
LP,Hydrocharis dubia Baker
LP,Hyptis mutabilis (Rich.) Briq.
LP,Pholidota cantonensis Rolfe
LP,Aloe arborescens Miller
LP,Zalacca wallichiana Mart.
LP,Metrosideros vera
LP,Premna obtusifolia R.Br.
LP,Phytolacca americana L.
LP,Melica scabrosa Trin.
LP,Antennaria parvifolia Nutt.
LP,Rutidea parviflora DC.
LP,Cheiranthus cheiri L.
LP,Rondeletia odorata
LP,Walidda antidysenterica
LP,Eriophorum angustifolium Honckeny
LP,Periploca laevigata
LP,Syzygium zeylanicum Dc.
LP,Lantana × aculeata L.
LP,Chilopsis saligna
LP,Euphorbia ingens E. Mey. Ex Boiss.
LP,Heeria pulcherrima Kuntze
LP,Diospyros buxifolia
LP,Terminalia horrida
LP,Eucalyptus regnans
LP,Donax cannaeformis
LP,Eriogonum tenellum Torr.
LP,Putranjiva roxburghii Wallich
LP,Habenaria rotundifolia Lindl.
LP,Iris pseudacorus
LP,Abrus laevigatus E.Mey.
LP,Aloe ciliaris Haw.
LP,Astragalus crassicarpus Nutt.
LP,Tinatina erecta
LP,Bambusa glaucescens
LP,Helichrysum patulum (L.) D.Don
LP,Hypericum punctatum Lam.
LP,Tigridia dugesii
LP,Cymbopogon dieterleniae Stapf ex E.Phillips
LP,Geophila repens
LP,Genianthus laurifolius (Roxb.) Hook.f.
LP,Rauwolfia spectabilis (Miq.) Boerl.
LP,Eryngium creticum Lam.
LP,Petchia madagascariensis (A.DC.) Leeuwenb.
LP,Cuscuta chinensis Lam.
LP,Clinopodion oaxacanum
LP,Solidago ulmifolia Muhl.
LP,Pilosella officinarum F.W.Schultz & Sch.Bip.
LP,Curucuma euchroma
LP,Wallichia disticha T.Anders
LP,Chydenanthus excelsus
LP,Fritillaria cirrhosa D.Don var. ecirrhosa Franch.
LP,Aeluropus pungens (M.Bieb.) C.Koch
LP,Calendula arvensis (Vaill.) L.
LP,Cornus canadensis L.
LP,Pulsatilla pratensis subsp. pratensis
LP,Synadenium grantii Hooker
LP,Pinellia ternata Tenore et Breit.
LP,Trachelospermum asiaticum var. intermedium Nakai
LP,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
LP,Baliaspermum mantanum Muell.-Arg.
LP,Anemone narcissiflora subsp. villosissima (DC.) Hultén
LP,Capraria biflora L.
LP,Hippeastrum reginae
LP,Sedum integrifolium (Raf.) A. Nels. ssp. integrifolium
LP,Micromeria biflora Bentham
LP,Alisma plantago-aquatica
LP,Ipomoea obscura Ker.-Gawl.
LP,Pentasacme glaucescens Decne.
LP,Perilla frutescens Britton var. crispa Decaisne
LP,Uncaria rhynchophylla (Miq.)Jacks.
LP,Abies densa Griﬀ
LP,Secamone afzelii (Schult.) K.Schum.
LP,Pogonia plicata (Andrews) Lindl.
LP,Argyreia wallichii Choisy
LP,Sideritis stricta
LP,Crescentia alata
LP,Pluchea carolinensis (Jacq.) G.Don
LP,Scutellaria rehderiana Diels
LP,Willughbeia firma Bl.
LP,Manihot glaziovii
LP,Lippia multiflora
LP,Euphorbia aegyptiaca
LP,Jasminum scandens (Retz.) Vahl
LP,Trevesia moluccana
LP,Artemisia tripartita Rydb.
LP,Nauclea philippensis
LP,Sutera rotundifolia (Benth.) Kuntze
LP,Drimia neriniformis Baker
LP,Asparagus undulatus (L.f.) Thunb.
LP,Rhynchospora barbata (Vahl) Kunth
LP,Magnolia pilocarpa Z.Z.Zhao & Z.W.Xie
LP,Mucuna gigantea DC.
LP,Alchornea tiliifolia (Benth.) Mull. Arg.
LP,Paspalum urivillei
LP,Pseudomussaenda stenocarpa Petit
LP,Nepeta glutinosa Benth.
LP,Salvia apiana Jeps.
LP,Euphorbia grantii Oliver
LP,Morinda umbellata L.
LP,Rubus ellipticus Smith var. obcordatus (Franch.) Focke
LP,Agave potatorum Zuccarini
LP,Flueggea microcarpa Blume
LP,Lobelia nicotianaefolia Roth.
LP,Aralia racemosa L.
LP,Salacia prinoides DC.
LP,Arisaema saxatile Buchet
LP,Solanum bojeri Dunal
LP,Tephrosia uniflora ssp. petrosa (Blatter & Hallberg) Gillett & Ali
LP,Schisandra propinqua (Wallich) Baillon
LP,Hopea balangeran Korth.
LP,Serenoa repens (Bartram) Small.
LP,Crataegus pubescens Steudner
LP,Amomum gracile Bl.
LP,Tragia volubilis L.
LP,Catharanthus pusillus G.Don
LP,Clinopodium taxifolium (Kunth) Govaerts
LP,Cremastra wallichiana Lindl.
LP,Chasalia chartacea Craib.
LP,Lophatherum multiflorum
LP,Odocarpus gracilior Pilger
LP,Acalypha siamensis Oliv ex Gage
LP,Fagara rhoifolia (Lam.) Engl.
LP,Myrcianthes pungens (O. Berg) D. Legrand
LP,Aloe perryi Bak.
LP,Distichlis spicata (L.) Greene
LP,Dendrobium loddigesii Rolfe
LP,Arctostaphylos viscida Parry
LP,Ipomoea obscura (L.) Ker Gawl.
LP,Picrasma quassioides (D.Don) Benn.
LP,Plectranthus eriocalyx Dunn
LP,Cenostigma gardnerianum Tul.
LP,Sonchus wightianus DC.
LP,Diplachne polystachy
LP,Gymnema sylvestre (Retz.) Schult.
LP,Torreya californica
LP,Ocimum frutescens L.
LP,Leonurus turkestanikus Krec. et Kupr.
LP,Senecio affinis DC.
LP,Sclerocarpus africanus Jacq. ex Murray
LP,Villaresia scandens
LP,Aristida stipoides Lam.
LP,Glochidion heyneanum (Wight & Arn.) Wight
LP,Ranunculus aquatilis L.
LP,Aeschynanthus parviflorus Ridl.
LP,Hibiscus simplex L.
LP,Solanum obliquum Ruiz & Pav.
LP,Epimedium wushanense T.S.Ying
LP,Maesobotrya vermeulenii
LP,Pinus kesiya var. kesiya
LP,Breynia pubescens
LP,Detarium microcarpum Guill. & Perr.
LP,Albizia kalkora Prain
LP,Hypericum peplidifolium Richard
LP,Selaginella tamariscina Spring
LP,Dioscorea silvestris
LP,Castanea acuminatissima
LP,Stictocardia campanulata (L.) Merr.
LP,Schizandra neglecta Sm.
LP,Berkheya spekeana Oliv.
LP,Putranjiva zeylanica (Thwaites) Müll.Arg.
LP,Hyptis sinuata Pohl.
LP,Tabebuia nodosa (Griseb.) Griseb.
LP,Karwinskia humboldtiana (Schult.) Zucc.
LP,Eucalyptus tereticortis
LP,Syzygium guineense (Willd.) DC.
LP,Habenaria commelinifolia (Roxb.) Lindl.
LP,Erica cinerea L.
LP,Larix thibetica Franch.
LP,Musa nana Loureiro
LP,Bersama abyssinica Fresen.
LP,Lithocarpus corneus (Loureiro) Rehder
LP,Pleonotoma jasminifolia (Kunth) Miers
LP,Taxus baccata L.
LP,Paeonia corallina Retz.
LP,Toxicodendron hookeri (Sahni & Bahadur) C.Y. Wu & T.L. Ming
LP,Hypobathrum venulosum
LP,Vetiveria zizanioides (Linn.)
LP,Diplospora singularis Korth.
LP,Chimaphila umbellata ssp. cisatlantica (Blake) Hultén
LP,Ipomea hederacea
LP,Bulbine latifolia R. et S.
LP,Andrographis paniculata Nees
LP,Premna henryana (Hand.-Mazz.) C.Y.Wu
LP,Fritillaria karelinii (Fisch.) Baker
LP,Aconitum vulparia Rchb.
LP,Leucas eriostoma Hook.f. var. latifolia Hook.f.
LP,Phyllostachys edulis (Carrière) J.Houz.
LP,Melhania acuminata Mast.
LP,Chloris barbata
LP,Rauvolﬁa micrantha Hook.f.
LP,Erigeron floribundus Sch.Bip.
LP,Croton schiedeanus Schltdl.
LP,Cynodon hyrsutus Steni.
LP,"Cyperus digitatus Roxb, subsp. auricomus (Sieber ex Spreng.) Kuk."
LP,Ixora coccinea
LP,Spathoglottis plicata Bl.
LP,Claytonia perfoliata Donn ex Willd. ssp. perfoliata var. perfoliata
LP,Brunsvigia grandiflora Lindl.
LP,Acorus gramineus Sol. ex Aiton
LP,Nauclea missionis Wight et Arnott
LP,Licuala pumila
LP,Panax pseudo-ginseng Wall. var. angustifolius (Burk.) Li
LP,Talauma lanigera Hook. F.
LP,Cucumis meeusei C.Jeffrey
LP,Ampelopsis delavayana Planch. ex Franch.
LP,Mikania speciosa DC.
LP,Merremia tridentata (L.) Hallier f. ssp. hastata (Hall.f.) Ooststr.
LP,Rottelera paniculata
LP,Eremurus himalaicus Baker
LP,Ipomoea mollissima Hall.f.
LP,Scirpus barbatus Rottb.
LP,Erigeron pulchellus Michx.
LP,Melastoma malabathricum L.
LP,Payena bawun
LP,Solanum supinum Dunal
LP,Rudgea panurensis Müll.Arg.
LP,Aniseia martinicensis
LP,Croton tiglium
LP,Handroanthus impetiginosus (Mart. ex DC.) Mattos
LP,Oxybanthus laurentii de Wild
LP,Dischidia major
LP,Erythrina latissima E.Mey.
LP,Kolobopetalum chevalieri Troupin
LP,Randia longispina DC.
LP,Eryngium amethystinum L.
LP,Lolium perenne L.
LP,Sisyrinchium chilense Hook.
LP,Castanea sativa Miller
LP,Sauropus androgynus (L.) Merr.
LP,Frasera montana Mulford
LP,Cullen corylifolium (L.) Medik.
LP,Melaleuca cayupti Roxb.
LP,Lomariopsis palustris Mett.
LP,Tacca minor Ridl.
LP,Calamus horrens
LP,Molineria latifolia (Dryand. ex W.T.Aiton) Herb. ex Kurz
LP,Floscopa scandens Loureiro
LP,Haworthia limifolia Marloth
LP,Sphenodesma pentandra Jack
LP,Cimicifuga dahurica (Turcz.) Maxim.
LP,Calanthe vestita Lindley
LP,Utleria salicifolia Bedd. ex Hook.f.
LP,Lantana hispida Kunth
LP,Echinops ritro L.
LP,Dioscorea collettii Hook. f.
LP,Vitex rotundifolia L.
LP,Landukia landuk
LP,Triticum vulgare Vill.
LP,Habenaria plantaginea Lindl.
LP,Schefflera simulans Craib
LP,Colchicum speciosum
LP,Purshia mexicana (D. Don) Henrickson
LP,Erigeron acris L.
LP,Delphinium tricorne Michx.
LP,Aralia dumetorum Hand.-Mazz.
LP,Stachys geobombycis C.Y.Wu
LP,Dianthus zeyheri Sond. subsp. natalensis Hooper
LP,Hibiscus aethiopicus L. var. ovatus Harv.
LP,Phyllostachys nigra (Lodd. ex Lindl.) Munro
LP,Oplismenus undulatifolius (Ard.) Beauv.
LP,Allium ampeloprasum L.
LP,Citrus aurantium var. amara L.
LP,Madhuca indica Gmelin
LP,Lobularia maritima Desvaux
LP,Centotheca lappacea
LP,Zingiber purpureum Roxb.
LP,Lemna paucicostata Hegelm
LP,Populus x canescens (Aiton) Sm.
LP,Chloris gayana Kunth
LP,Passiflora coriacea Juss.
LP,Disa versicolor Rchb.f.
LP,Consolida ajacis (L.) Schur
LP,Salix caroliniana Michx.
LP,Mariscus cyperoides (L.) Urb.
LP,Dasylirion durangensis
LP,Reynoutria ciliinervis (Nakai) Moldenke
LP,Thuya occidentalis L.
LP,Ansellia humilis Bulloc
LP,Pisonia aculeata L.
LP,Salix bebbiana Sarg.
LP,Dichroa febrifuga Lour.
LP,Amomum kapulaga
LP,Pulsatilla chinensis (Bge.) Regel
LP,Nothopanax scutellarius (Burm. f.) Merr.
LP,Wormia ochreata Miq.
LP,Glechoma longituba (Nakai) Kuprian.
LP,Mandevilla pentlandiana (A. DC.) Woodson
LP,Croton decaryi Leandri
LP,Pollinia contorta
LP,Cordia alliodora (Ruiz et Pav.) Oken
LP,Prunus africana (Hook. f.) Kalkman
LP,Stipa tortilis Desfontaines
LP,Selaginella convoluta (Arn.) Spring
LP,Linostoma decandrum Wallich
LP,Atropa belladonna L.
LP,Castanea argentea
LP,Basella paniculata Volkens
LP,Clematis armandii Franch.
LP,Hymenocardia acida
LP,Geigeria aspera Harv.
LP,Cullen obtusifolia (DC.) C.H.Stirt.
LP,Mercurialis perennis L.
LP,Populus balsamifera L. ssp. balsamifera
LP,Dendrobium officinale Kimura et Mig
LP,Orchis pinetorum
LP,Digitaria elythroblephera
LP,Maerua juncea Pax
LP,Mytragyna parvifolia Korth
LP,Pseudotsuga menziesii var. glauca (Beissn.) Franco
LP,Iris ensata Thunb.
LP,Typhonia trilobatum
LP,Brosimum alicastrum subsp. bolivarense (Pittier) C.C. Berg
LP,Senecio gerrardii Harv.
LP,Erythronium oregonum Applegate ssp. oregonum
LP,Gonatanthus pumilus (Don) E. & Krause
LP,Pinus monticola Dougl. ex D. Don
LP,Panax armatum Wall.
LP,Cyrtanthus contractus N.E.Br.
LP,Strychnos dinklagei Gilg
LP,Drimia altissima L.
LP,Loxococcus rupicula Wendland et Druce
LP,Glechoma longituba (Nakai) Kupr.
LP,Amomum villosum Blume ex Lour.
LP,Dichroa sylvatica Merr.
LP,Napoleonaea vogelii
LP,Pilocarpus microphyllus Stapf ex Wardleworth
LP,Hibiscus vulpinus Reinw.
LP,Rothmannia annae Thunb.
LP,Scutellaria indica L.
LP,Averrhoa bilimbi L.
LP,Eulophia spectabilis (Dennst.) Suresh
LP,Galium articulatum Lamarck
LP,Castilleja arvensis Cham. & Schlechtendal
LP,Cordia dodecandra DC.
LP,Aniba rosaeodora var. amazonica Ducke
LP,Bergia guineensis
LP,Gymnosporia acuminata (L.f.) Szyszyl.
LP,Leiocarpus fruticosus Bl.
LP,Lippia dulcis Treviranus
LP,Strychnos mostueoides Leeuwenb.
LP,Cassia obtusifolia L.
LP,Magnolia obovata Thunb. var. denudata (Desr.) DC.
LP,Pollinia fulva Benth.
LP,Oplopanax horridus (Sm.) Torr. & Gray ex Miq.
LP,Parsonsia spiralis Wall.
LP,Paeonia mascula (L.) Mill.
LP,Macaranga griffithiana
LP,Eucomis autumnalis (Mill.) Chitt. subsp. clavata (Baker) Reyneke
LP,Phyllanthus borneense
LP,Epinetrum villosum Troupin
LP,Tetrapanax papyriferus (Hook.) K. Koch
LP,Caralluma edulis Bentham
LP,Curcuma mangga Valeton & Zijp
LP,Dendrobium officinale Kimura et Migo
LP,Alstonia spathulata Bl.
LP,Mallotus philippensis (Lam.) Muell.Arg.
LP,Rottboellia glandulosa
LP,Asphodelus tenuifolius Cav.
LP,Uncaria sclerophylla Roxburgh
LP,Nanuza plicata (Mart.) L.B.Sm.Ayenson
LP,Commelina obliqua
LP,Roegneria calcicola Keng
LP,Catharanthus roseus (Linnaeus) G. Don
LP,Urceola quintaretii (Pierre) D.J.Middleton
LP,Hyphaene thebaica Martius
LP,Cleome spinosa Jacq.
LP,Altingia chingii Mete.
LP,Goniothalamus velutinus Airy Shaw
LP,Remusatia vivipara (Roxb.) Schott
LP,Plectranthus ricinispermus Pamp.
LP,Muscari muscarimi
LP,Quaqua mammillaris (L.) Bruyns
LP,Aloe tenuior Haworth
LP,Parameria polyneura Hook.f.
LP,Ochna squarrosa L.
LP,Sinapis alba L.
LP,Prunus cerasifera Ehrh.
LP,Belamcanda chinensis (L.) DC.
LP,Habenaria conopsea Rchb. f.
LP,Onosmodium hispidum Michx.
LP,Alchornea castaneifolia (Humb. & Bonpl. ex Willd.) A.Juss.
LP,Speranskia cantoniensis (Hance) Pax & Hoffm.
LP,Pennisetum centrasiaticum Tzvel.
LP,Syzygium buxifolium Hook. & Am.
LP,Euphorbia heterophylla
LP,Euphorbia dracunculoides Lam.
LP,Sphenostylis angustifolia Sond.
LP,Jasminum subhumila W.W.Sm.
LP,Echites grandiflora Roxb.
LP,Guazuma ulmifolia Lam.
LP,Cryptomeria japonica
LP,Achasma walang
LP,Otostegia aucheri Boissier
LP,Ischaemum digitatum
LP,Myrtus leucadendra L.
LP,Magnolia fargesii Cheng
LP,Pandanus thurstoni Wright
LP,Pentas micrantha Baker
LP,Zingiber cassumunar Roxb.
LP,Inula graveolens L. Desf.
LP,Xyris capensis
LP,Rheum webbianum Royle
LP,Poulsenia armata (Miq.) Standl.
LP,Costus spectabilis Schumann
LP,Premna cordifolia Roxb.
LP,Glinus lotoides L. var. lotoides
LP,Elettaria cardamomum Maton
LP,Andropogon amboinicus
LP,Nerine angustifolia (Baker) Baker
LP,Acer pensylvanicum L.
LP,Trachelospermum fragrans Hook.f.
LP,Artemisia glacialis L.
LP,Atriplex hastata L.
LP,Melanolepis multiglandulosa (Reinw. ex Blume) Rchb.f. & Zoll.
LP,Phragmites australis (Cav.) Steud.
LP,Gentiana straminea Maxim.
LP,Ipomoea fistulosa Mart.ex Choisy
LP,Erigeron breviscapus Hand.-Mazz.
LP,Phyllanthus maderaspatensis
LP,Breynia fruticosa (L.) Hook.f.
LP,Boswellia serrata Roxb. ex Colebr.
LP,Ipomoea jicama
LP,Polygonatum kingianum
LP,Lolium temutentum
LP,Antidesma teysmannianum
LP,Nepeta sibirica L.
LP,Sisyndite spartea E.Mey. ex Sond.
LP,Hypericum quadrangulum L.
LP,Lumnitzera littorea Voigt
LP,Excoecaria oppositifolia Griff.
LP,Hintonia latiflora (Sesse et Moc. ex DC.) Bullock
LP,Stemmacantha carthamoides (Willd.) Dittrich
LP,Pollinia argentea
LP,Rosa pendulina L.
LP,Chamaesyce hirta (L.) Millsp.
LP,Clerodendrum discolor (Klotzsch) Vatke
LP,Agathosma betulina (P.J.Bergius) Pillans
LP,Jambosa aculata Miq.
LP,Macaranga triloba Muell. Arg.
LP,Alysicarpus rugosus DC.
LP,Rottboellia vaginata Backer
LP,Aristida divaricata Humb. & Bonpl. ex Willd.
LP,Lannea nigritana Keay
LP,Psathura borbonica J.F. Gmelin
LP,Oldenlandia auricularia (L.) F.Muell.
LP,Gelsemium sempervirens (L.) J.St.-Hil.
LP,Radermachera pinnata (Blanco) Seem subsp. acuminata (Steenis) Steenis
LP,Andropogon leptos
LP,Lavandula subnuda Benth.
LP,Leucanthemum vulgare Lam.
LP,Guazuma tomentosa Kunth
LP,Salvia hirta Kunth.
LP,Orchis mascula (L.) L.
LP,Zingiber officinale Roscoe
LP,Diospyros ebenum
LP,Lipocarpha microcephala (R.Br.) Kunth
LP,Alectra sessiliflora (Vahl) Kuntze
LP,Alangium salviifolium (L. f.) Wanger.
LP,Asclepias subverticillata (Gray) Vail
LP,Panicum ambiguum Trin.
LP,Elaeagnus commutata Bernh. ex Rydb.
LP,Limacia costulata Miq.
LP,Hoodia pilifera (L.f.) Plowes subsp. pilifera
LP,Croton salutaris
LP,Salvia moorcroftiana Wallich
LP,Sapium haematospermum Müll. Arg.
LP,Pedilanthus bracteatus
LP,Tabernaemontana pachysiphon Stapf
LP,Panicum indicum
LP,Neyraudia reynaudiana (Kunth) Keng
LP,Kopsia flavida
LP,Sarcostemma intermedium Decaisne
LP,Prosopanche bonacinae Speg.
LP,Andrachne aspera L.
LP,Phyllostachys nuda McClure
LP,Lasiacis maculata (Aubl.) Urb.
LP,Pelargonium bowkeri Harv.
LP,Tabernaemontana mauritiana Poiret
LP,Dendrocnide sinuata (Blume) Chew
LP,Hypericum monogynum
LP,Phragmites australis (Cav.) Trin. ex Steud.
LP,Haumania danckelmania Redhead
LP,Ancistrocladus extensus Wall.
LP,Platycodon grandiflorum DC.
LP,Renealmia floribunda K. Schum.
LP,Azadirachta indica A. Juss
LP,Ficus sarmentosa Buch.-Ham. ex J.E.Smith var. impressa (Champ. ex Benth.) Corner
LP,Clerodendron squanatum
LP,Kalopanax pictum Nakai
LP,Fraxinus ferruginea Lingelsh.
LP,Melaleuca polandii (F.M.Bailey) Craven
LP,Lavandula abrialis
LP,Nothofagus obliqua (Mirb.) Oerst. subsp. obliqua
LP,Pimpinella alpina
LP,Diospiros decandra Loureiro
LP,Psidium x hypoglaucum
LP,Palaquium grande
LP,Thymus longicaulis
LP,Costus afer Ker Gawl.
LP,Vanda concolor Bl. ex Lindl.
LP,Calonyction mollissimum
LP,Swida coreana (Wanger.) Sojak
LP,Cleistanthus schlechteri (Pax) Hutch.
LP,Stillingia japonica Sieb. & Zucc.
LP,Hypericum fasciculatum Lam.
LP,Rabdosia amethystoides (Benth.) Hara
LP,Rauwolfia rosea Schumann
LP,Xeromphis spinosa (Thunb) Keay
LP,Paspalum vaginatum Sw.
LP,Priva curtisiae
LP,Cuscuta hygrophilae Pears.
LP,Donax grandis
LP,Euphorbia amak Schweinf.
LP,Pseudolarix amabilis
LP,Phyllanthus rubrum
LP,Ardisia solanacea Roxb.
LP,Anethum graveolens L.
LP,Cleistanthus collinus
LP,Uncaria ferrea
LP,Fritillaria unibracteata Hsiao et K. C. Hsia
LP,Melaleuca alternifolia (Maiden and Betch) Chell
LP,Monardella villosa Benth.
LP,Sparganium stoloniferum (Buch. -ham. Ex Graebn.) Buch. -ham. Ex Juz.
LP,Salvia evarsiana Hand.-Mazz.
LP,Microdermis puberula
LP,Allamanda violacea Gardner & Fielding
LP,Coridochloa semialata
LP,Elaeophorbia grandifolia Croiz.
LP,Rubus frondosus Bigelow
LP,Trigonostemon longifolius Baill.
LP,Phyllanthus leucanthus Pax.
LP,Madhuca butyracea Macbride
LP,Blumea lacera DC.
LP,Astripomoea lachnosperma (Choisy) A.Meeuse
LP,Crataegus pubescens (Kunth) Steud.
LP,Acanthopanax gracilistylus
LP,Callichlamys latifolia (Rich.) K. Schum.
LP,Fraxinus pennsylvanica Marsh.
LP,Dioscorea glandulosa
LP,Eulophia streptopetala Lindl.
LP,Smilax aristolochiifolia Mill
LP,Adenia gracilis Harms
LP,Phellodendron amurense Rupr.
LP,Teucrium leonis
LP,Fragaria viridis Weston
LP,Arundo donax L.
LP,Euphorbia systyloides Pax
LP,Eugenia axillaris Auct.
LP,Berchemia discolor (Klotzsch) Hemsl.
LP,Salvia sclarea
LP,Basella rubra L.
LP,Premna fortunati P.Dop
LP,Hallea stipulosa
LP,Jatropha gossypiifolia
LP,Anthocleista liebrechtsiana De Wild. & T.Durand
LP,Coix lachryma-jobi L.
LP,Porterandia cladantha
LP,Periploca sepium Bge.
LP,Pittosporum illicioides Makino
LP,Asphodelus albus Mill.
LP,Allium japonicum Regel
LP,Galanga major
LP,Adenium honghei
LP,Chionanthus ramiflora
LP,Gelonium zanzibarense Mull.
LP,Alpinia regia
LP,Feijoa sellowiana Berger
LP,Habenaria susannae R.Brown
LP,Clinopodium  brownei (Sw.) Kuntze
LP,Minquartia guianensis Aubl.
LP,Dalbergia tamarindifolia Roxb.
LP,Funastrum heterophyllum
LP,Veratrum sabadilla Retzius
LP,Hesperocallis undulata Gray
LP,Serapias helleborine L.
LP,Caralluma decaisneana Brown
